created_at;full_text;tweet_url
Tue Aug 27 03:04:12 +0000 2024;@cingreborn Afif Maulana aja habis dibuat mereka. Kok yg begini warga sipil ga mandang lagi. bukannya dievakuasi dulu. Polisi kontol!!!!!;https://x.com/avadaakedavrae/status/1828267239419854955
Tue Aug 27 01:31:36 +0000 2024;@afifmaulana_20 udah masuk ga pakek tiket karena msih anak anak dapat fan service lebih pula;https://x.com/jekeityplg/status/1828243939301958103
Mon Aug 26 23:24:36 +0000 2024;Jagung sih jagung ;https://x.com/afifmaulana_20/status/1828211976650305977
Mon Aug 26 23:22:29 +0000 2024;Aaaaaaaa akuu iriiii;https://x.com/afifmaulana_20/status/1828211444577640534
Wed Aug 21 08:00:35 +0000 2024;Boleh cuba follow asatizah berikut: 1. Ust Qarni Edrus 2. Ust Fashan Ahmad Ziadi 3. Ust Abu Asma Yunus 4. Ust Asrie Sobri 5. Ust Fahmi Rusli 6. Maulana Nasaie Hanafi 7. Dr Rozaimi Ramle 8. Ust Dzulkhairi Mohd Noor 9. Dr Firanda Andirja 10. Ust Abu Usamah Mohd Hanapiah (fiqh) https://t.co/PGgXT4SiK0;https://x.com/afifazimz/status/1826167503015522447
Tue Aug 20 13:10:55 +0000 2024;@jekeityplg tidur dari berangkat bangun2 ternyata udh nyampe wkwkwkwk;https://x.com/afifmaulana_20/status/1825883212608057620
Tue Aug 20 08:44:11 +0000 2024;Terimakasih kawan do'anya InsyaAllah yuk bareng bareng ke sananya ;https://x.com/afifmaulana_20/status/1825816084777418889
Tue Aug 20 08:07:03 +0000 2024;KPAI Desak Pengumuman Hasil Autopsi Ulang Afif Maulana: Harus Ada Titik Terang https://t.co/BQ9NJ7Ph5K #TempoMetro;https://x.com/tempodotco/status/1825806742376296543
Tue Aug 20 06:05:09 +0000 2024;@afifmaulana_20 Amiin;https://x.com/Tendekx56/status/1825776065572385255
Tue Aug 20 03:56:46 +0000 2024;@afifmaulana_20 gas bareng 2025;https://x.com/jekeityplg/status/1825743753677774966
Tue Aug 20 01:32:17 +0000 2024;@afifmaulana_20 ga fren si ;https://x.com/HD_Richan/status/1825707393696805162
Mon Aug 19 11:32:04 +0000 2024;Ombudsman Pastikan Kawal Tuntas Kasus Kematian Afif Maulana https://t.co/UYJCw4e9if;https://x.com/Kilas_berita_/status/1825495948866556009
Mon Aug 19 02:42:32 +0000 2024;Aku juga mau seperti ini ;https://x.com/afifmaulana_20/status/1825362687632806130
Sun Aug 18 10:56:45 +0000 2024;@hanmula dibilang nutupin kasus afif maulana :(;https://x.com/unmagnetism/status/1825124673371431319
Sat Aug 17 18:55:26 +0000 2024;@HD_Richan Otsukare~~ maaf gabisa dateng kemarin ;https://x.com/afifmaulana_20/status/1824882747720208879
Sat Aug 17 09:55:38 +0000 2024;Hallo Mahesa! Saya Afif Zaidan Maulana Aditanto Jurusan Seni Rupa FBS anak emas? Emas lah ngapain panas panasan kalo bisa ga panas. #JejakBarudiUNNES #HariPertamadiUNNES #PKKMBUNNES2024 https://t.co/ubZ1e7RjZN;https://x.com/ApipzMlna/status/1824746903294349740
Sat Aug 17 09:50:03 +0000 2024;ni akun dari kemarin fitnah w mulu dulu fitnah w nutupin kasus afif maulana skrg w dituduh soft selling udah w diemin tp kok makin2 aja komentarnya padahal w udah pernah ngomong soal itu sebelumnya dan asal kalian tau aja tawaran di bawah ini datangnya dari tim pemenang pemilu https://t.co/FwXnZS55IZ;https://x.com/unmagnetism/status/1824745498663948736
Fri Aug 16 15:42:05 +0000 2024;Day 2 lebih menarik ;https://x.com/afifmaulana_20/status/1824471701838864459
Fri Aug 16 15:40:56 +0000 2024;@icccimmm Cape sedikit ;https://x.com/afifmaulana_20/status/1824471414658965804
Fri Aug 16 14:57:39 +0000 2024;Sedih banget behind eps 287 bukan pas di Indo malah yang Nagoya stage. Sudahlah ini pasti gara2 promotornya jelek;https://x.com/afifmaulana_20/status/1824460519786340604
Thu Aug 15 23:46:54 +0000 2024;@StefanAntonio__ Komisi III DPR Kawal Penegakan Keadilan kasus kematian Afif Maulana dan Dini Sera Afrianti https://t.co/yc8fRPPiab;https://x.com/red_inilahkito/status/1824231321704759594
Thu Aug 15 23:46:27 +0000 2024;Komisi III DPR Kawal Penegakan Keadilan kasus kematian Afif Maulana dan Dini Sera Afrianti https://t.co/yc8fRPPiab;https://x.com/red_inilahkito/status/1824231210501173627
Thu Aug 15 23:14:16 +0000 2024;@julia_an115 Selamat Pagi Julia ;https://x.com/afifmaulana_20/status/1824223108393550235
Thu Aug 15 10:50:35 +0000 2024;Update Kasus Afif Maulana: Polda Sumbar Dilaporkan ke Ombudsman : https://t.co/SNLFYni1RL;https://x.com/VIVAcoid/status/1824035957726953957
Thu Aug 15 08:05:26 +0000 2024; Bapak Komisi III untuk menuntut kasus Afif Maulana seadil-adilnya.;https://x.com/inang_hasiholan/status/1823994393868849411
Thu Aug 15 08:05:18 +0000 2024;Wakil Ketua DPR RI Sufmi Dasco Ahmad sudah meminta Polda Sumatera Barat menerbitkan surat Ekshumasi terkait kasus kematian Afif Maulana.;https://x.com/inang_hasiholan/status/1823994359173505529
Thu Aug 15 08:05:17 +0000 2024;Sufmi Dasco Minta Polisi Terbit Surat Ekshumasi Terkait Kasus Afif Maulana https://t.co/qTrimIjbe9 https://t.co/cn4FTTB52C;https://x.com/inang_hasiholan/status/1823994356224942164
Thu Aug 15 07:38:07 +0000 2024; Bapak Komisi III untuk menuntut kasus Afif Maulana seadil-adilnya.;https://x.com/Rizwariryb/status/1823987519148712046
Thu Aug 15 07:12:06 +0000 2024;Wakil Ketua DPR RI Sufmi Dasco Ahmad sudah meminta Polda Sumatera Barat menerbitkan surat Ekshumasi terkait kasus kematian Afif Maulana.;https://x.com/Rizwariryb/status/1823980974348362200
Thu Aug 15 07:12:06 +0000 2024;Sufmi Dasco Minta Polisi Terbit Surat Ekshumasi Terkait Kasus Afif Maulana https://t.co/ngpB8VQyc9 https://t.co/BW9OpH1nQs;https://x.com/Rizwariryb/status/1823980970791297262
Thu Aug 15 06:12:42 +0000 2024;Gunakan ahli mu terus berisik. Kasus pembantaian alm afif maulana kawal jangan sampai hilang . https://t.co/uHXsRVnlae;https://x.com/Opposisi6690/status/1823966022367633753
Thu Aug 15 05:22:12 +0000 2024;Kesimpulan Sementara Hasil Ekshumasi Afif Maulana Diduga Kuat Disiksa https://t.co/85g1mxuK2r;https://x.com/IDNTimes/status/1823953313660047854
Thu Aug 15 02:14:15 +0000 2024;@kumparan Mulai muncoool. Tuh kasus Afif Maulana kalian urus.;https://x.com/Alfauzy89/status/1823906017744445869
Thu Aug 15 02:08:08 +0000 2024;Update Kasus Afif Maulana: Polda Sumbar Dilaporkan ke Ombudsman https://t.co/N0E2GTBfAK;https://x.com/PadangViva/status/1823904477008814411
Thu Aug 15 01:27:04 +0000 2024;Babak Baru Kasus Afif Maulana Polda Sumbar Dilaporkan ke Ombudsman https://t.co/pI6JnmbDOf;https://x.com/VIVAcoid/status/1823894143250391079
Wed Aug 14 19:59:33 +0000 2024;Beresin mainan dulu soalnya mau ngurusin negara;https://x.com/afifmaulana_20/status/1823811718960832672
Wed Aug 14 19:58:12 +0000 2024;Pernah merasakan ini ;https://x.com/afifmaulana_20/status/1823811379935215996
Wed Aug 14 01:05:11 +0000 2024;Menanggapi pernyataan tersebut keluarga Afif Maulana mengungkapkan rasa syukur atas dukungan Komisi III DPR RI. Un https://t.co/SFvdzfVKHP;https://x.com/Partai_Gerindra/status/1823526249303593354
Tue Aug 13 19:38:43 +0000 2024;@Afif813 @afif_8 Ijin meramaikan Tim: Dickyy FC https://t.co/BrvGgfmgTf;https://x.com/DickyMa12311090/status/1823444088638857398
Tue Aug 13 16:51:03 +0000 2024;@afifmaulana_20 Apa yaa;https://x.com/hd_jellyy/status/1823401893227610399
Sat Aug 10 04:43:33 +0000 2024;Ekshumasi Afif Maulana di Padang: Mengapa jenazah diautopsi ulang? - BBC News Indonesia https://t.co/p5myW26LMm;https://x.com/rakyatmerdeka/status/1822131647711773130
Sat Aug 10 04:40:10 +0000 2024;Tim PDFMI Cek TKP Penemuan Jenazah Afif Maulana . . #Peristiwa #News #PoldaSumbar #SumateraBarat #SumbarNet #AfifMaulana https://t.co/AhY0Hez3NT;https://x.com/adfirma82/status/1822130797228560549
Sat Aug 10 03:14:28 +0000 2024;Ekshumasi Jenazah Afif Maulana di Padang untuk Buktikan Sebab Kematian yang Sesungguhnya Apa Hukum Islam Memandang Ini? https://t.co/zRAfFDBjr2;https://x.com/akuratco/status/1822109232537416055
Sat Aug 10 00:02:33 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/9GZ9klubaC #TempoVideo;https://x.com/tempodotco/status/1822060934074135020
Fri Aug 09 18:59:33 +0000 2024;JANGGAL KEMATIAN AFIF MAULANA DIDUGA DISIKSA SEBELUM MENIGGAL DAN CCTV DI LOKASI HILANG TERHAPUS? https://t.co/QcNrPjqLzP;https://x.com/bangsoro/status/1821984679370825906
Fri Aug 09 16:55:11 +0000 2024;19 Sampel Jaringan Afif Maulana Diperiksa Tim Forensik di 3 Laboratorium Berbeda! https://t.co/mXAW1uAUmj;https://x.com/KompasTV/status/1821953382871171121
Fri Aug 09 16:10:34 +0000 2024;@afifmaulana_20 Iya kalo gk salah ada Kenta juga yg temennya Haruka itu ;https://x.com/Leryazz21/status/1821942157235884504
Fri Aug 09 15:25:47 +0000 2024;Tim PDFMI Cek TKP Penemuan Jenazah Afif Maulana https://t.co/U5QogtCkLE;https://x.com/ewanteha/status/1821930884699976168
Fri Aug 09 14:45:00 +0000 2024;Polisi melakukan pembongkaran makam Afif Maulana remaja berusia 12 tahun yang diduga meninggal akibat penganiayaan sejumlah anggota kepolisian Polda Sumbar. Korban meninggal saat aparat membubarkan aksi tawuran antar geng beberapa waktu lalu. https://t.co/ns6OyEQSsE https://t.co/grJVlemxek;https://x.com/CNNIDdaily/status/1821920620789297505
Fri Aug 09 14:02:05 +0000 2024;Tim Ekshumasi Periksa Lokasi Kematian Afif Maulana di Jembatan Kuranji https://t.co/JgSgRzYaIh #TempoFoto;https://x.com/tempodotco/status/1821909821974892762
Fri Aug 09 13:48:03 +0000 2024;Kasus Kematian Afif Maulana Belum Temui Titik Terang KPAI akan Lapor ke Presiden Jokowi https://t.co/6Ddf88bo4q #News;https://x.com/liputan6dotcom/status/1821906290983178666
Fri Aug 09 13:20:07 +0000 2024;@afifmaulana_20 Makasih bang;https://x.com/xeratha_haxuv/status/1821899259853299993
Fri Aug 09 13:19:39 +0000 2024;Kapolda Sumbar Tegaskan Profesionalisme dlam Proses Ekshumasi Jasad Afif Maulana https://t.co/PlQpwh2ngw;https://x.com/Lyiahasninanda/status/1821899143755042965
Fri Aug 09 13:19:29 +0000 2024;@xeratha_haxuv Take your time bang. Kalau emng jenuh rehat dulu aja;https://x.com/afifmaulana_20/status/1821899099572203711
Fri Aug 09 13:16:25 +0000 2024;@Leryazz21 Iya kemarin emng nonton dia di barisan D belakang seinget ku;https://x.com/afifmaulana_20/status/1821898330026524954
Fri Aug 09 13:12:34 +0000 2024;Tim Forensik Gelar Olah TKP Tewasnya Afif Maulana di Jembatan Kuranji Padang #newsupdate #update #news #text https://t.co/qukO0Dy3FP;https://x.com/kumparan/status/1821897358755688574
Fri Aug 09 12:40:41 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/PgT2zrWHrq;https://x.com/tikanadinMs/status/1821889337434448146
Fri Aug 09 12:40:28 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/cd582wossu;https://x.com/Risnaratuintan/status/1821889280647819661
Fri Aug 09 12:40:20 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/ChQHsgKqzR;https://x.com/Sivanaairawulan/status/1821889249161175364
Fri Aug 09 12:40:16 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/piphne4t0Z;https://x.com/Naudyafebiriska/status/1821889233147326724
Fri Aug 09 12:40:09 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/K9DnE9Zzqw;https://x.com/Nuralizanayla/status/1821889200431755443
Fri Aug 09 12:40:05 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/pC7fLZSyTa;https://x.com/Amalianursyamm/status/1821889186225627398
Fri Aug 09 12:39:44 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/xK2yKn63cc;https://x.com/Nelmaannaladai/status/1821889098585673760
Fri Aug 09 12:39:31 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/AkhqeKgCc6;https://x.com/Asyaangelinaya/status/1821889043501871234
Fri Aug 09 12:39:24 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/Grdq0Mb4PZ;https://x.com/Fatiyahardewi/status/1821889014603120874
Fri Aug 09 12:39:21 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/sY6Qqp1ARV;https://x.com/Pipahmeidian/status/1821889001407791267
Fri Aug 09 12:39:14 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/5SW1fWqUSS;https://x.com/Idiabebiastuti/status/1821888972743963044
Fri Aug 09 12:39:01 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/fnDTfCJfcR;https://x.com/Deyahrimahdiy/status/1821888915122610191
Fri Aug 09 12:38:53 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/EBQ3hvcgq7;https://x.com/Leciashivaandin/status/1821888884042862978
Fri Aug 09 12:38:18 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/4qWIAO3OkN;https://x.com/Tiaraangiela/status/1821888737795829993
Fri Aug 09 12:38:04 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/fjWskPU0Qa;https://x.com/Risaadindarian/status/1821888675908874583
Fri Aug 09 12:37:28 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/gmXUXVXULU;https://x.com/SyaharaGina/status/1821888527279517836
Fri Aug 09 12:36:37 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/xr9dTVrBn9;https://x.com/KalilaErmita/status/1821888314020163757
Fri Aug 09 12:36:26 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/ZXnFvs8XIQ;https://x.com/RizalSucip97107/status/1821888267241058786
Fri Aug 09 12:36:13 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/pchIB7LtYf;https://x.com/AntoHerwanto_/status/1821888212819927155
Fri Aug 09 12:36:03 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/TzolXQiivA;https://x.com/QolilaSiva/status/1821888171132727475
Fri Aug 09 12:36:00 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/ktECacvc0b;https://x.com/DerliAnahda/status/1821888157560008996
Fri Aug 09 12:35:32 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/9upxNBMJs2;https://x.com/WirkaDenina/status/1821888042036249007
Fri Aug 09 12:35:16 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/jhsutInR6g;https://x.com/AlbabSaputi/status/1821887974105346191
Fri Aug 09 12:35:05 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/a8kMo6pCz7;https://x.com/AdelianaSeri/status/1821887928404209695
Fri Aug 09 12:34:55 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/MaJL4RygO0;https://x.com/AlbinaHumaera/status/1821887883244081232
Fri Aug 09 12:34:38 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/zoVChy8IPH;https://x.com/aprillia4086/status/1821887814142947798
Fri Aug 09 12:34:35 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/qBU5TzeQpw;https://x.com/whyhiday/status/1821887802860302435
Fri Aug 09 12:34:21 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/FWDrpxzhgH;https://x.com/yanindamhrn/status/1821887742227431431
Fri Aug 09 12:34:07 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/E5lXobdSyU;https://x.com/ltfrussd/status/1821887684123734516
Fri Aug 09 12:33:55 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/ZOeBGjMphV;https://x.com/arianayshn/status/1821887633624387795
Fri Aug 09 12:33:50 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/3rYtXt0TjQ;https://x.com/putramartha31/status/1821887614280200683
Fri Aug 09 12:33:34 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/sFZbavbew6;https://x.com/arlinpspsr/status/1821887544973521178
Fri Aug 09 12:33:30 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/JHyZxQVeku;https://x.com/rachmtzl/status/1821887528439574767
Fri Aug 09 12:33:19 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/7a80MFLHfP;https://x.com/ladianaksm/status/1821887484013474093
Fri Aug 09 12:33:11 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/rklQkQAYuJ;https://x.com/rekkysfddn/status/1821887448940789978
Fri Aug 09 12:32:55 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/hnVGpPbzVj;https://x.com/zuradavinaa/status/1821887383186645234
Fri Aug 09 12:32:40 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/8pBGw4xdnV;https://x.com/tsamaraasy/status/1821887319206666518
Fri Aug 09 12:32:28 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/Uipm18osTk;https://x.com/zalfahasn/status/1821887266715005356
Fri Aug 09 12:32:19 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/lKbfACWLe6;https://x.com/tsabinaqairn/status/1821887232447504591
Fri Aug 09 12:32:04 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/2kYMCgygf8;https://x.com/qanitamaisarh/status/1821887167280640340
Fri Aug 09 12:31:49 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/zlM4WLagBM;https://x.com/syakanishakel/status/1821887106073162122
Fri Aug 09 12:31:22 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/nMus49xoYH;https://x.com/oktazilvia_77/status/1821886991640006804
Fri Aug 09 12:31:19 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/upKb2DlsWx;https://x.com/TriaWuland_/status/1821886980747399218
Fri Aug 09 12:31:15 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/pJeSwcfGGM;https://x.com/nurainiwes/status/1821886962388889791
Fri Aug 09 12:31:01 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/ENM32Tjc7g;https://x.com/lntanfiza_/status/1821886903265952114
Fri Aug 09 12:30:49 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/6gL3Uk5DHj;https://x.com/nsydanelLa/status/1821886853391511990
Fri Aug 09 12:30:46 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/X9WTHHKamh;https://x.com/alikatitiaraaa/status/1821886841563513197
Fri Aug 09 12:30:40 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/sK7lNYeZcF;https://x.com/gsyifanita/status/1821886815131034074
Fri Aug 09 12:30:32 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/EjLTMo7tOU;https://x.com/dwiianiych/status/1821886781354340708
Fri Aug 09 12:30:25 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/owbZwrwS2g;https://x.com/dahnrharuni/status/1821886753571242187
Fri Aug 09 12:30:16 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/woIrMINgfG;https://x.com/fabbyDm_/status/1821886714232901954
Fri Aug 09 12:30:04 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/YmNCEjUm09;https://x.com/inaaatqu_/status/1821886663750226248
Fri Aug 09 12:29:55 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/OIsMRFQCX6;https://x.com/utiwdyt/status/1821886627582742653
Fri Aug 09 12:29:50 +0000 2024;Kapolda Provinsi Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/TdFLkuhifx;https://x.com/dyahnknas/status/1821886605185184012
Fri Aug 09 12:29:38 +0000 2024;Kapolda Provinsi Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/kr9vmHclNB;https://x.com/rann1kinanti/status/1821886557353341110
Fri Aug 09 12:29:34 +0000 2024;Kapolda Sumatera Barat Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/R71CS97905;https://x.com/ayumrsianti/status/1821886538093105173
Fri Aug 09 12:29:23 +0000 2024;Kapolda Sumbar Pastikan Proses Ekshumasi Afif Maulana Tak Libatkan Dokkes Polri https://t.co/PoFYME2m12;https://x.com/0ktvLaras/status/1821886492333240592
